Establishment ID,Name,Address,City,Inspection Date,Inspection Type,critical_points,non_critical_points,total_points,max_total_points,compliance_score,letter_grade
53815,SIU'S ASIAN BISTRO,12271 TECH ROAD,SILVER SPRING,2023-10-11,Other,110,20,130,130,100,A
46776,UNDERGROUND PIZZA COMPANY,8235 GEORGIA AVE.,SILVER SPRING,2023-09-15,Monitoring,110,20,130,130,100,A
2333,ST. JOHN THE BAPTIST SCHOOL,12319 NEW HAMPSHIRE AVE.,SILVER SPRING,2023-09-15,Comprehensive,110,20,130,130,100,A
28572,ARIRANG KOREAN RESTAURANT,1314 EAST GUDE DR,ROCKVILLE,2023-09-12,Comprehensive,110,20,130,130,100,A
18367,HOLLYWOOD BEER & WINE DELI,12703 NEW HAMPSHIRE AVE.,SILVER SPRING,2023-09-15,Comprehensive,110,20,130,130,100,A
28019,MCDONALD'S #21394,2101 VEIRS MILL RD,ROCKVILLE,2023-09-13,Comprehensive,110,20,130,130,100,A
24124,SWEET FROG WHIT OAK,11211-A NEW HAMPSHIRE AVE,SILVER SPRING,2023-09-14,Comprehensive,110,20,130,130,100,A
52629,AMERICA'S BEST WINGS,18208 CONTOUR RD,GAITHERSBURG,2023-09-15,Comprehensive,110,20,130,130,100,A
52668,BLAKE HIGH SCHOOL OUTDOOR STADIUM CONCESSION STAND,300 NORWOOD RD,SILVER SPRING,2023-09-12,Environmental,110,25,135,135,100,A
27997,ENBELA MARKET & CARRY OUT,7849 EASTERN AVE,SILVER SPRING,2023-09-14,Comprehensive,110,20,130,130,100,A
22420,CHARM THAI RESTAURANT,8408-A GEORGIA AVE.,SILVER SPRING,2023-09-15,Monitoring,110,20,130,130,100,A
33240,MANDARIN RESTAURANT,8411 GEORGIA AVE,SILVER SPRING,2023-09-15,Comprehensive,110,20,130,130,100,A
29135,MCDONALD'S #21133,12135 VEIRS MILL RD,SILVER SPRING,2023-09-14,Comprehensive,110,20,130,130,100,A
41185,MAIN STREET PEARL,7050 CARROLL AVE,TAKOMA PARK,2023-09-14,Other,110,20,130,130,100,A
28072,EL AGUILA,7926 GEORGIA AVE,SILVER SPRING,2023-09-14,Comprehensive,110,20,130,130,100,A
1282,JACKSON ROAD ELEMENTARY,900 JACKSON RD.,SILVER SPRING,2023-09-15,Comprehensive,110,20,130,130,100,A
783,DOMINO'S PIZZA #4687,9450 GEORGIA AVE.,SILVER SPRING,2023-08-08,Food Complaint,110,20,130,130,100,A
46960,AMAZON FRESH,8531 CONNECTICUT AVE,CHEVY CHASE,2023-08-07,Comprehensive,110,20,130,130,100,A
22196,LOTUS CAFE,8077 GEORGIA AVE.,SILVER SPRING,2023-08-08,Comprehensive,110,20,130,130,100,A
28827,MONTGOMERY COUNTRY CLUB SNACK BAR,20908 GOLF VIEW DR,LAYTONSVILLE,2023-08-07,Comprehensive,110,20,130,130,100,A
50324,AFC SUSHI @ AMZ066,8525 CHEVY CHASE LAKE TER,CHEVY CHASE,2023-08-07,Comprehensive,110,20,130,130,100,A
569,AMC THEATRES RIO CINEMA 18,9811 WASHINGTONIAN BLVD.,GAITHERSBURG,2023-08-04,Reinspection,110,20,130,130,100,A
53796,SMOOTHIE KING #1732,"18151 VILLAGE CENTER DR, #28",OLNEY,2023-08-08,Comprehensive,110,20,130,130,100,A
35566,SILVER DINER AT RIO WASHINGTON,9811 WASHINGTONIAN BLVD,GAITHERSBURG,2023-08-04,Reinspection,110,20,130,130,100,A
17440,LA FONDA PAISA AND GROCERY STORE,7914 GEORGIA AVE.,SILVER SPRING,2023-08-07,Monitoring,110,20,130,130,100,A
55085,PINES OF ROME EXPRESS,121-B CONGRESSINAL LANE,ROCKVILLE,2023-10-13,Pre-Opening - Environmental,110,20,130,130,100,A
11509,LANGANO ETHIOPIAN RESTAURANT BAR AND CAF�,8305 GEORGIA AVE.,SILVER SPRING,2023-08-08,Comprehensive,110,20,130,130,100,A
53819,MACKIE'S BARBECUE COMPANY,5500 OLNEY LAYTONSVILLE RD,OLNEY,2023-08-07,Reinspection,110,20,130,130,100,A
22734,EL SABOR LATINO BAKERY AND CATERING,11413 GRANDVIEW AVE.,SILVER SPRING,2023-08-07,Reinspection,110,20,130,130,100,A
55100,MAGRUDER HIGH ATH. BOOSTER CLUB (OUTDOOR),5939 MUNCASTER MILL ROAD,DERWOOD,2023-09-14,Environmental,110,25,135,135,100,A
2336,ST. MARY'S CATHOLIC CHURCH/SCHOOL,600 VEIRS MILL RD.,ROCKVILLE,2023-10-10,Comprehensive,110,20,130,130,100,A
20776,SHERWOOD H.S. CONCESSION STAND-OUTDOOR,300 OLNEY-SANDY SPRING RD.,SANDY SPRING,2023-09-14,Environmental,110,20,130,130,100,A
41060,DUNKIN DONUTS,14801 SOUTHLAWN LANE,ROCKVILLE,2023-09-12,Comprehensive,110,20,130,130,100,A
20777,SHERWOOD H.S. CONCESSION STAND-INDOOR,300 OLNEY-SANDY SPRING RD.,SANDY SPRING,2023-09-14,Environmental,110,20,130,130,100,A
26748,TWINBROOK SHELL,2240 VEIRS MILL RD,ROCKVILLE,2023-09-14,Comprehensive,110,20,130,130,100,A
29303,TED'S MONTANA GRILL,105 ELLINGTON BLVD,GAITHERSBURG,2023-10-11,Comprehensive,110,20,130,130,100,A
11664,CHERRY HILL SUNOCO,12040 CHERRY HILL RD.,SILVER SPRING,2023-11-09,Monitoring,110,20,130,130,100,A
45649,ADULIS STORE,7825 EASTERN AVE,SILVER SPRING,2023-10-12,NA,110,20,130,130,100,A
28921,ASPEN SHELL,4101 ASPEN HILL RD,ROCKVILLE,2023-10-12,Environmental,110,20,130,130,100,A
29220,JASON'S SUB SHOP,916 EAST WEST HWY,TAKOMA PARK,2023-11-07,Monitoring,110,20,130,130,100,A
33365,HWA GAE JANG TUH,2104 VEIRS MILL RD #15,ROCKVILLE,2024-01-22,Comprehensive,110,20,130,130,100,A
1444,LAYTONSVILLE ELEMENTARY,21401 LAYTONSVILLE RD.,GAITHERSBURG,2023-11-09,Monitoring,110,20,130,130,100,A
52677,BABY BAR,375 MAIN ST,GAITHERSBURG,2023-11-08,Comprehensive,110,20,130,130,100,A
47091,MILK & HONEY CAFE,9326 GEORGIA AVE.,SILVER SPRING,2023-11-07,Comprehensive,110,20,130,130,100,A
2130,ROSEMARY HILLS ELEMENTARY,2111 PORTER RD.,SILVER SPRING,2023-11-07,Comprehensive,110,20,130,130,100,A
35695,MATCHBOX SILVER SPRING,919 ELLSWORTH DR,SILVER SPRING,2023-11-08,Comprehensive,110,20,130,130,100,A
11249,CASEY HOUSE,6001 MUNCASTER MILL RD.,ROCKVILLE,2023-11-09,Comprehensive,110,20,130,130,100,A
20241,SEE'S CANDIES HOLIDAY GIFT CENTER,7101 DEMOCRACY BLVD,BETHESDA,2023-11-09,Pre-Opening - Environmental,110,20,130,130,100,A
55051,CABIN BRANCH ELEMENTARY,14129 DUNLIN ST,CLARKSBURG,2023-08-25,Plans Approved,110,20,130,130,100,A
55045,WHELAN'S BEER AND WINE,9812 FALLS RD,POTOMAC,2023-09-07,Pre-Opening - Environmental,110,20,130,130,100,A
54011,SARKU JAPAN,"11160 VEIRS MILL RD, SPACE P208",SILVER SPRING,2023-08-24,Re-inspection Billable,110,20,130,130,100,A
55043,ADELINE & MIMI LLC,7845-D AIRPARK RD,GAITHERSBURG,2023-11-06,Pre-Opening - Environmental,110,20,130,130,100,A
55052,DD'S DISCOUNTS #5527,18236 CONTOUR RD,MONTGOMERY VILLAGE,2023-09-15,Environmental,110,20,130,130,100,A
28037,DOWNTOWN CROWN WINE & BEER,303 COPLEY PLACE,GAITHERSBURG,2023-11-13,Comprehensive,110,20,130,130,100,A
30373,GLOBAL FOOD,13814 OUTLET DR,SILVER SPRING,2023-12-04,Monitoring w/Complaint Investigation,110,20,130,130,100,A
53953,RED RIBBON BAKESHOP,2501 UNIVERSITY BLVD W,SILVER SPRING,2023-09-14,Re-inspection Billable,110,20,130,130,100,A
17094,STARBUCKS COFFEE #07619,10103 COLESVILLE RD.,SILVER SPRING,2023-08-09,Monitoring,110,20,130,130,100,A
38393,AASTHA ADULT MEDICAL DAY CARE,"12210 PLUM ORCHARD DR, STE 214",SILVER SPRING,2023-12-05,Comprehensive,110,20,130,130,100,A
26878,KALDI'S SOCIAL,918 SILVER SPRING AVE,SILVER SPRING,2023-08-09,Reinspection,110,20,130,130,100,A
769,DOMINO'S PIZZA #4692,10145 NEW HAMPSHIRE AVE.,SILVER SPRING,2023-11-08,Comprehensive,110,20,130,130,100,A
53944,MING'S CHINESE RESTAURANT,800 PLEASANT DR,ROCKVILLE,2023-08-09,Pre-Opening - Environmental,110,20,130,130,100,A
23103,SUBWAY #22201,10121 COLESVILLE RD.,SILVER SPRING,2023-08-09,Monitoring,110,20,130,130,100,A
54011,SARKU JAPAN,"11160 VEIRS MILL RD, SPACE P208",SILVER SPRING,2023-08-23,Change of Ownership - Environmental,110,20,130,130,100,A
54020,SUNSHINE CREMERY,12712 ROCK CREEK MILL RD,ROCKVILLE,2023-08-22,Environmental,110,20,130,130,100,A
33103,WALGREEN #19339,13870 GEORGIA AVE,SILVER SPRING,2023-11-09,Comprehensive,110,20,130,130,100,A
55034,THE VEGAN VAULT,11910 PARKLAWN DR,ROCKVILLE,2023-08-24,Comprehensive,110,20,130,130,100,A
54016,TASTE OF KABAB,765 ROCKVILLE PIKE,ROCKVILLE,2023-08-25,Reinspection,110,20,130,130,100,A
8397,MCDONALD'S #5909,12044 CHERRY HILL RD.,SILVER SPRING,2023-11-09,Comprehensive,110,20,130,130,100,A
55092,LIGAYAS FILIPINO FOOD,11406-C GEORGIA AVE,SILVER SPRING,2023-09-18,Re-inspection Billable,110,20,130,130,100,A
55092,LIGAYAS FILIPINO FOOD,11406-C GEORGIA AVE,SILVER SPRING,2023-09-13,Pre-Opening - Environmental,110,20,130,130,100,A
53756,SALT AND VINE,3308 OLNEY SANDY SPRING RD,OLNEY,2023-11-09,Comprehensive,110,20,130,130,100,A
30416,GOLDBERG'S NEW YORK BAGELS,9328 GEORGIA AVE,SILVER SPRING,2023-11-07,Comprehensive,110,20,130,130,100,A
17235,LA UNION MARKET,8035-G SNOUFFER SCHOOL RD.,GAITHERSBURG,2023-11-08,Monitoring,110,20,130,130,100,A
20808,WELLBEING CAFE,101 MONROE ST,ROCKVILLE,2023-09-19,Monitoring,110,20,130,130,100,A
28818,MCPS FOOD SERVICES TEST/CATERING KITCHEN,8401 TURKEY THICKET DR,GAITHERSBURG,2023-11-07,Comprehensive,110,20,130,130,100,A
27660,STARBUCKS COFFEE #19878,307 COPLEY PLACE,GAITHERSBURG,2023-11-13,Comprehensive,110,20,130,130,100,A
41300,WENDY'S # 6636,17 VITAL WAY,SILVER SPRING,2023-08-10,Comprehensive,110,20,130,130,100,A
11243,MCDONALD'S OF ASPEN HILL,13701 CONNECTICUT AVE.,WHEATON,2023-08-07,Food Complaint,110,20,130,130,100,A
20836,GOOD HOPE COMMUNITY CENTER,14715 GOOD HOPE RD.,SILVER SPRING,2023-08-10,Comprehensive,110,20,130,130,100,A
53908,ELSI ETHIOPIAN RESTAURNTS & BAR,13825 OUTLET DR,SILVER SPRING,2023-08-08,Comprehensive,110,20,130,130,100,A
30170,ROSE'S ONE STOP,961 BONIFANT ST,SILVER SPRING,2023-10-13,Monitoring,110,20,130,130,100,A
17235,LA UNION MARKET,8035-G SNOUFFER SCHOOL RD.,GAITHERSBURG,2023-12-06,Reinspection,110,20,130,130,100,A
22713,PAPA JOHN'S PIZZA #3994,1133-C EAST WEST HWY.,SILVER SPRING,2022-11-02,Monitoring,110,20,130,130,100,A
30666,EDIBLE ARRANGEMENTS SILVER SPRING,915 BONIFANT ST,SILVER SPRING,2023-10-13,NA,110,20,130,130,100,A
17488,OUR HOUSE JOB TRAINING CENTER FOR YOUTH,19715 ZION ROAD,BROOKEVILLE,2023-10-12,Comprehensive,110,20,130,130,100,A
28989,DON RAMON REST,13816 OLD COLUMBIA PIKE,SILVER SPRING,2023-10-16,Comprehensive,110,20,130,130,100,A
2202,PHO WHEATON & BANH MI,11232 GRANDVIEW AVE.,WHEATON,2023-10-13,Food Complaint,110,20,130,130,100,A
41296,WENDY'S #6566,808 ROCKVILLE PIKE,ROCKVILLE,2023-10-16,Environmental,110,20,130,130,100,A
38484,SODEXO @ WHITE OAK MEDICAL CENTER,12100 PLUM ORCHARD DR,SILVER SPRING,2023-12-06,Comprehensive,110,20,130,130,100,A
991,GAITHERSBURG HIGH SCHOOL,101 EDUCATION BLVD,GAITHERSBURG,2023-11-07,Monitoring,110,20,130,130,100,A
27488,GLENALLAN ELEMENTARY,12520 HEURICH RD,SILVER SPRING,2023-11-08,Comprehensive,110,20,130,130,100,A
23522,WHEATON HIGH SCHOOL CONCESSION STAND,12401 DALEWOOD DR.,SILVER SPRING,2023-11-08,Environmental,110,20,130,130,100,A
47071,KYOTO GO JAPANESE GRILL,8519 PINEY BRANCH RD,SILVER SPRING,2023-08-14,Monitoring,110,20,130,130,100,A
22585,MCDONALDS OF CLOPPER'S MILL,18000 MATENY RD.,GERMANTOWN,2023-07-25,Complaint Invest w/Comprehensive,110,20,130,130,100,A
28660,COLD STONE CREAMERY,19847 CENTURY BLVD,GERMANTOWN,2023-07-26,Other,110,20,130,130,100,A
28086,LA PASION PANADERIA Y RESTAURANTE,8484 PINEY BRANCH RD,SILVER SPRING,2023-08-14,Monitoring,110,20,130,130,100,A
41097,ADARASH MARKET IV,13842-B OUTLET DR,SILVER SPRING,2023-08-15,Comprehensive,110,20,130,130,100,A
51425,BUTTER QUEEN BAKERY,310 TULIP AVE,TAKOMA PARK,2023-08-14,Comprehensive,110,20,130,130,100,A
27794,&PIZZA,19823 CENTURY BLVD,GERMANTOWN,2023-07-26,Other,110,20,130,130,100,A
20411,SABAI SABAI SIMPLY THAI,19847-M CENTURY BLVD,GERMANTOWN,2023-07-26,Other,110,20,130,130,100,A
18426,UNIVERSAL SUPERMARKET,8639 FLOWER AVE.,TAKOMA PARK,2023-08-11,Monitoring,110,20,130,130,100,A
20467,BEAN BAG DELI AND CATERING,1605 E. GUDE DR.,ROCKVILLE,2023-08-15,Reinspection,110,20,130,130,100,A
22657,ARAT KILO MARKET AND RESTAURANT,818 EASLEY ST.,SILVER SPRING,2023-08-11,Monitoring,110,20,130,130,100,A
28775,CAVA MEZZE GRILL- OLNEY,3122 OLNEY SANDY SPRING RD,OLNEY,2023-08-10,Comprehensive,110,20,130,130,100,A
24033,PANDA EXPRESS #2084,19847 CENTURY BLVD,GERMANTOWN,2023-07-26,NA,110,20,130,130,100,A
46916,SHARETEA GERMANTOWN,13012 MIDDLEBROOK RD,GERMANTOWN,2023-08-02,Monitoring,110,20,130,130,100,A
28794,SAFEWAY #1579,19718 GERMANTOWN RD,GERMANTOWN,2023-07-26,Other,110,20,130,130,100,A
39553,VEIRS MILL EXXON,12245 VEIRS MILL RD.,SILVER SPRING,2023-08-10,Comprehensive,110,20,130,130,100,A
18488,CHIPOTLE MEXICAN GRILL #0683,13501 CONNECTICUT AVE.,SILVER SPRING,2023-11-09,Monitoring w/Complaint Investigation,110,20,130,130,100,A
18694,FARM MARKET/STONYMAN GOURMET FARMER,7155 WISCONSIN AVE.,BETHESDA,2023-11-08,Comprehensive,110,20,130,130,100,A
28895,KOI ASIAN CUISINE,12046 CHERRY HILL RD,SILVER SPRING,2023-11-09,Comprehensive,110,20,130,130,100,A
1176,HOLTON ARMS SCHOOL,7303 RIVER RD.,BETHESDA,2023-11-07,Comprehensive,110,20,130,130,100,A
22540,EL POLLO REAL,5058-C NICHOLSON LANE,ROCKVILLE,2023-11-07,Comprehensive,110,20,130,130,100,A
19292,ARCOLA ELEMENTARY SCHOOL,1820 FRANWALL AVE,SILVER SPRING,2023-11-08,Comprehensive,110,20,130,130,100,A
28654,QUALITY TIME LEARNING CENTER,8101 GEORGIA AVE,SILVER SPRING,2023-11-09,Comprehensive,110,20,130,130,100,A
20583,ORIENTAL CAFE,9745 TRAVILLE GATEWAY DR.,ROCKVILLE,2023-11-13,Reinspection,110,20,130,130,100,A
18143,SHEGER INTERNATIONAL MARKET,912 EAST-WEST HWY.,TAKOMA PARK,2023-11-07,Comprehensive,110,20,130,130,100,A
29605,WHEATON HIGH SCHOOL,12401 DALEWOOD DR,SILVER SPRING,2023-11-08,Monitoring,110,20,130,130,100,A
994,GAITHERSBURG SHELL,15 S. SUMMIT AVE.,GAITHERSBURG,2023-11-07,Environmental,110,20,130,130,100,A
11577,PHS BOOSTER CLUB CONCESSION STAND,17501 WILLARD RD.,POOLESVILLE,2023-09-05,Comprehensive,110,20,130,130,100,A
53957,GOLDS GYM DC METRO GERMANTOWN,13060 MIDDLEBROOK RD,GERMANTOWN,2023-07-24,Pre-Opening - Environmental,110,20,130,130,100,A
53908,ELSI ETHIOPIAN RESTAURNTS & BAR,13825 OUTLET DR,SILVER SPRING,2023-08-14,Reinspection,110,20,130,130,100,A
17784,TWIN FARMS SWIM CLUB,1200 FAIRLAND RD.,SILVER SPRING,2024-05-10,Comprehensive,110,20,130,130,100,A
53844,TANTERRA SWIM CLUB POOL SNACK BAR,18605 TANTERRA WAY,BROOKEVILLE,2023-08-10,Routine,110,20,130,130,100,A
54019,LUCKY STRIKE - BETHESDA,7101 DEMOCRACY BLVD # 1022,BETHESDA,2023-08-16,Change of Ownership - Environmental,110,20,130,130,100,A
53916,LEDO PIZZA,12619-B WISTERIA DR.,GERMANTOWN,2023-07-25,Change of Ownership - Environmental,110,20,130,130,100,A
38487,TROPICAL SMOOTHIE CAFE,15638 OLD COLUMBIA PIKE,BURTONSVILLE,2024-05-07,Comprehensive,110,20,130,130,100,A
38416,SPICE LANKA,17517 REDLAND RD.,DERWOOD,2024-05-10,Reinspection,110,20,130,130,100,A
28787,SAFEWAY #0870,10101 NEW HAMPSHIRE AVE,SILVER SPRING,2023-11-08,Monitoring,110,20,130,130,100,A
45526,TWINBROOK CMF,12600 TWINBROOK PKWY.,ROCKVILLE,2023-11-07,Comprehensive,110,20,130,130,100,A
33065,HOME2 SUITES SILVER SPRING,1701 ELTON RD,SILVER SPRING,2023-11-08,Comprehensive,110,20,130,130,100,A
11430,LIVINGWELL,12004 CHERRY HILL RD.,SILVER SPRING,2023-11-09,Monitoring,110,20,130,130,100,A
23816,GREEN PLATE CATERING,11307 ELKIN STREET,SILVER SPRING,2024-05-10,Monitoring,110,20,130,130,100,A
11640,IHOP #0594,775 ROCKVILLE PK.,ROCKVILLE,2023-09-13,Reinspection,110,20,130,130,100,A
2238,"SEMINARY BEER, WINE & DELI",9456 GEORGIA AVE.,SILVER SPRING,2023-09-19,Comprehensive,110,20,130,130,100,A
11605,MARUICHI GROCERY,1049 ROCKVILLE PK.,ROCKVILLE,2023-09-12,Visit/No Action,110,20,130,130,100,A
18835,PANTHER PAW RESTAURANT@ PAINT BRANCH,14121 OLD COLUMBIA PIKE,BURTONSVILLE,2023-09-20,Comprehensive,110,20,130,130,100,A
54026,CHOPIN NOODLE HOUSE,12123 DARNESTOWN RD,GAITHERSBURG,2023-08-29,Pre-Opening - Environmental,110,20,130,130,100,A
20979,CAMPEON ROTISSERIE,902 MERRIMAC DR.,TAKOMA PARK,2023-09-18,Monitoring,110,20,130,130,100,A
17124,GIANT FOOD #0366,8750 ARLISS ST.,SILVER SPRING,2023-09-15,Food Complaint,110,20,130,130,100,A
28635,SAVVY TREATS,90 WEST MONTGOMERY AVE,ROCKVILLE,2023-09-14,Comprehensive,110,20,130,130,100,A
20519,KENNY'S SUB SHOP,130 ROLLINS AVE,ROCKVILLE,2023-09-14,Monitoring,110,20,130,130,100,A
28800,SAFEWAY #2753,10541 CONNECTICUT AVE,KENSINGTON,2023-09-13,Food Complaint,110,20,130,130,100,A
17420,CHIPOTLE MEXICAN GRILL #0278,4471 WILLARD AVE.,CHEVY CHASE,2023-09-13,Reinspection,110,20,130,130,100,A
101,AMERICANA GROCERY,8541 PINEY BRANCH RD.,SILVER SPRING,2023-09-18,Monitoring,110,20,130,130,100,A
17871,7-ELEVEN #23666,9254 NEW HAMPSHIRE AVE,SILVER SPRING,2023-09-18,Monitoring,110,20,130,130,100,A
241,BENJAMIN BANNEKER MIDDLE SCHOOL,14800 PERRYWOOD DR.,BURTONSVILLE,2023-09-18,Comprehensive,110,20,130,130,100,A
20284,TOWER OAKS CAFE,2000 TOWER OAKS BLVD,ROCKVILLE,2023-09-18,Monitoring,110,20,130,130,100,A
1351,KEFA CAFE,963 BONIFANT ST.,SILVER SPRING,2023-09-21,Monitoring,110,20,130,130,100,A
11387,NORWOOD SCHOOL,8821 RIVER RD.,BETHESDA,2023-09-14,Comprehensive,110,20,130,130,100,A
27611,ITALIAN KITCHEN ON FENTON,8201 FENTON ST,SILVER SPRING,2023-09-15,Monitoring,110,20,130,130,100,A
27629,PAINT BRANCH HIGH SCHOOL OUTDOOR CONCESSIONS,14121 OLD COLUMBIA PIKE,BURTONSVILLE,2023-09-20,Comprehensive,110,20,130,130,100,A
28838,KIN DA,6923 LAUREL AVE,TAKOMA PARK,2023-09-19,Monitoring,110,20,130,130,100,A
1546,MANNY & OLGA'S INC.,8107 FENTON ST.,SILVER SPRING,2023-09-15,Monitoring,110,20,130,130,100,A
27997,ENBELA MARKET & CARRY OUT,7849 EASTERN AVE,SILVER SPRING,2023-09-20,Reinspection,110,20,130,130,100,A
27630,PAINT BRANCH HIGH SCHOOL INDOOR CONCESSION,14121 OLD COLUMBIA PIKE,BURTONSVILLE,2023-09-20,Comprehensive,110,20,130,130,100,A
1857,PAPA JOHN'S PIZZA #0850,"108 UNIVERSITY BLVD.,W.",SILVER SPRING,2023-09-18,Monitoring,110,20,130,130,100,A
48193,MANDALAY RESTAURANT & CAFE,930 BONIFANT ST,SILVER SPRING,2023-08-16,Comprehensive,110,20,130,130,100,A
32917,INTERNATIONAL MEAT MARKET,1355 HOLTON LANE,TAKOMA PARK,2023-08-18,Comprehensive,110,20,130,130,100,A
24218,GREAT HARVEST BREAD CO,12268-A ROCKVILLE PIKE,ROCKVILLE,2023-08-14,Monitoring,110,20,130,130,100,A
11288,FLETCHER'S SERVICE CENTER,17901 GEORGIA AVE.,OLNEY,2023-08-16,Comprehensive,110,20,130,130,100,A
33279,LEDO PIZZA,3472 OLNEY LAYTONSVILLE RD,OLNEY,2023-08-17,Comprehensive,110,20,130,130,100,A
39805,COVE CAFE,2600 TOWER OAKS,ROCKVILLE,2023-08-10,Monitoring,110,20,130,130,100,A
26511,DERWOOD BEER WINE,17601 REDLAND RD,DERWOOD,2023-08-15,Environmental,110,20,130,130,100,A
2575,VIERS MILL ELEMENTARY,11711 JOSEPH MILL RD.,SILVER SPRING,2023-11-08,Comprehensive,110,20,130,130,100,A
53946,SHEETZ,751 PROGRESS WAY,GAITHERSBURG,2023-08-16,Pre-Opening - Environmental,110,20,130,130,100,A
53770,L.I.B FLAVORS,2341 DISTRIBUTION CIR,SILVER SPRING,2023-08-11,Pre-Opening - Environmental,110,20,130,130,100,A
1647,OLIVE LOUNGE,7006 CARROLL AVE.,TAKOMA PARK,2023-08-18,Monitoring,110,20,130,130,100,A
28537,CAFE SUNFLOWER / SUNFLOWER BAKERY,6101 EXECUTIVE BLVD,ROCKVILLE,2023-08-15,Monitoring,110,20,130,130,100,A
46849,FRANK PEPE PIZZERIA NAPOLETANA,7101 DEMOCRACY BLVD #1520,BETHESDA,2023-08-18,Complaint Invest w/Comprehensive,110,20,130,130,100,A
50366,FIREPAN KOREAN BBQ,962 WAYNE AVE,SILVER SPRING,2023-08-15,Comprehensive,110,20,130,130,100,A
28792,SAFEWAY #1369,909 THAYER AVE,SILVER SPRING,2023-08-16,Monitoring,110,20,130,130,100,A
35777,THE WOODS ACADEMY,6801 GREENTREE RD,BETHESDA,2023-08-16,Change of Ownership - Environmental,110,20,130,130,100,A
51497,MR. WISH FRUIT TEA,1615 ROCKVILLE PIKE,ROCKVILLE,2023-08-11,Monitoring,110,20,130,130,100,A
2355,STARBUCKS COFFEE #07311,3126 OLNEY-SANDY SPRING RD.,OLNEY,2023-08-14,Comprehensive,110,20,130,130,100,A
20919,REDLAND LIBERTY,7201 MUNCASTER MILL RD.,DERWOOD,2023-08-17,Environmental,110,20,130,130,100,A
30022,SASUNS,7217 MUNCASTER MILL RD,DERWOOD,2023-08-18,Comprehensive,110,20,130,130,100,A
47042,RITA'S OF DERWOOD,7211 MUNCASTER MILL RD,DERWOOD,2023-08-16,Comprehensive,110,20,130,130,100,A
48217,MARRIOTT INTERNATIONAL HQ - 2ND FLOOR KITCHEN,7750 WISCONSIN AVE,BETHESDA,2023-12-08,Comprehensive,110,20,130,130,100,A
53758,BARRA BRAVA CEVICHERIA PERUANA,"15420 OLD COLUMBIA PIKE, UNIT B",BURTONSVILLE,2023-08-18,Reinspection,110,20,130,130,100,A
30373,GLOBAL FOOD,13814 OUTLET DR,SILVER SPRING,2023-08-18,Monitoring,110,20,130,130,100,A
31844,TED'S BULLETIN,220 ELLINGTON BLVD,GAITHERSBURG,2023-08-18,Reinspection,110,20,130,130,100,A
1671,MONTGOMERY CO. AGR. CNT. DINING HALL,16 CHESTNUT ST.,GAITHERSBURG,2023-08-18,Environmental,110,20,130,130,100,A
5723,MCDONALD'S #5922,7200 MUNCASTER MILL RD.,DERWOOD,2023-08-17,Comprehensive,110,20,130,130,100,A
35541,DUCK DONUTS,1327 ROCKVILLE PIKE,ROCKVILLE,2023-08-10,Comprehensive,110,20,130,130,100,A
39779,BARNES & NOBLE BOOKSELLERS #3321,1603 ROCKVILLE PIKE,ROCKVILLE,2023-08-11,Monitoring,110,20,130,130,100,A
53946,SHEETZ,751 PROGRESS WAY,GAITHERSBURG,2023-08-17,Re-inspection Billable,110,20,130,130,100,A
26648,ROCKVILLE SHELL,260 N WASHINGTON ST,ROCKVILLE,2023-09-19,Comprehensive,110,20,130,130,100,A
1179,HOLY REDEEMER PARISH,9715 SUMMIT AVE.,KENSINGTON,2023-09-14,Comprehensive,110,20,130,130,100,A
11605,MARUICHI GROCERY,1049 ROCKVILLE PK.,ROCKVILLE,2023-09-18,Comprehensive,110,20,130,130,100,A
24291,RED MAPLE RESTAURANT & BAR,10110 COLESVILLE RD,SILVER SPRING,2023-09-21,Reinspection,110,20,130,130,100,A
19533,CHIPOTLE MEXICAN GRILL #1147,865-B ROCKVILLE PIKE,ROCKVILLE,2023-09-18,Complaint Invest w/Comprehensive,110,20,130,130,100,A
51449,LITTLE GENIE GENERAL STORE,8407 SNOUFFER SCHOOL RD,GAITHERSBURG,2023-12-07,NA,110,20,130,130,100,A
39567,CHICKEN BASKET AND GRILL,15452 OLD COLUMBIA PIKE,BURTONSVILLE,2024-01-05,Monitoring,110,20,130,130,100,A
17541,MAIWAND GRILL,15508 OLD COLUMBIA PIKE,BURTONSVILLE,2023-08-21,Monitoring,110,20,130,130,100,A
29653,PUPUSERIA LA FAMILIAR,11324 FERN ST,SILVER SPRING,2023-08-17,Food Complaint,110,20,130,130,100,A
710,DAMASCUS ELEMENTARY,10201 BETHESDA CHURCH RD.,DAMASCUS,2023-08-11,Monitoring,110,20,130,130,100,A
27467,DUNKIN DONUTS #351991,22610 NEWCUT RD,CLARKSBURG,2022-10-27,Food Complaint,110,20,130,130,100,A
37281,BURGERIM,200 ELLINGTON BLVD,GAITHERSBURG,2023-08-21,NA,110,20,130,130,100,A
24334,COSTCO WHOLESALE #1124,11160 VEIRS MILL RD,WHEATON,2024-01-08,NA,110,20,130,130,100,A
35577,DISTRICT TACO,1310 EAST WEST HWY,SILVER SPRING,2024-05-07,Monitoring,110,20,130,130,100,A
35542,NICE N SPICY,11275 NEW HAMPSHIRE AVE,SILVER SPRING,2024-01-05,Monitoring,110,20,130,130,100,A
