Establishment ID,Name,Address,City,Inspection Date,Inspection Type,critical_points,non_critical_points,total_points,max_total_points,compliance_score,letter_grade
41223,SILK APRON CATERING,7845 D AIRPARK,GAITHERSBURG,2023-05-11,Monitoring,110,20,130,130,100,A
35566,SILVER DINER AT RIO WASHINGTON,9811 WASHINGTONIAN BLVD,GAITHERSBURG,2023-06-22,Reinspection,110,20,130,130,100,A
19237,RAINBOW SUSHI,13069 WISTERIA DR,GERMANTOWN,2022-10-11,Comprehensive,110,20,130,130,100,A
22472,AFC SUSHI @ HARRIS TEETER #403,18169 TOWN CENTER DR.,OLNEY,2022-10-26,Comprehensive,110,20,130,130,100,A
18102,GOLDEN HOUSE,8200-A GEORGIA AVE.,SILVER SPRING,2023-01-04,Monitoring,110,20,130,130,100,A
30804,ASTRO LAB BREWING,8216 GEORGIA AVE,SILVER SPRING,2022-12-14,Monitoring,110,20,130,130,100,A
11265,TAKOMA PARK MIDDLE SCHOOL,7611 PINEY BRANCH RD.,SILVER SPRING,2023-03-09,Reinspection,110,20,130,130,100,A
39881,7-ELEVEN #32879C,3 PROFESSIONAL DRIVE,GAITHERSBURG,2023-04-18,Comprehensive,110,20,130,130,100,A
45636,AKIRA RAMEN & IZAKAYA,1800 ROCKVILLE PIKE H1,ROCKVILLE,2023-02-23,Monitoring w/Complaint Investigation,110,20,130,130,100,A
22179,YASAMAN BAKERY,785-J ROCKVILLE PIKE,ROCKVILLE,2022-10-31,Comprehensive,110,20,130,130,100,A
30706,WHEATON WOODS ELEMENTARY SCHOOL,4510 FAROE PLACE,ROCKVILLE,2023-03-22,Monitoring,110,20,130,130,100,A
38517,HUNAN DELIGHT,18220 VILLAGE CENTER DR.,OLNEY,2022-11-30,Re-inspection Billable,110,20,130,130,100,A
2487,TEMARI CAFE,1043 ROCKVILLE PK.,ROCKVILLE,2022-10-20,Comprehensive,110,20,130,130,100,A
18056,DOMINO'S PIZZA #4682,13050 MIDDLEBROOK RD.,GERMANTOWN,2022-11-07,Monitoring,110,20,130,130,100,A
17708,PAPA JOHN'S PIZZA #2941,15430-A OLD COLUMBIA PIKE,BURTONSVILLE,2022-11-15,Comprehensive,110,20,130,130,100,A
22419,APPLEBEE'S,21048 FREDERICK RD.,GERMANTOWN,2023-01-19,Monitoring,110,20,130,130,100,A
2662,WHETSTONE ELEMENTARY,19201 THOMAS FARM RD.,GAITHERSBURG,2023-06-07,Monitoring,110,20,130,130,100,A
38401,TACO BELL #036539,1100 ROCKVILLE PK.,ROCKVILLE,2023-01-06,Monitoring,110,20,130,130,100,A
29362,MONTGOMERY COUNTY MUSLIM FOUNDATION,"811 RUSSELL AVE, STE G",GAITHERSBURG,2022-12-07,Environmental,110,20,130,130,100,A
38500,AMERICA'S BEST WINGS,11245 NEW HAMPSHIRE AVE,SILVER SPRING,2023-01-12,Monitoring,110,20,130,130,100,A
28673,PALMERAS LATINO MARKET,12611 WISTERIA DR,GERMANTOWN,2023-02-02,Monitoring,110,20,130,130,100,A
50267,FRUTI RASPADOS MARY 2,112 E. DIAMOND AVE,GAITHERSBURG,2023-01-03,Monitoring,110,20,130,130,100,A
29948,STARBUCKS COFFEE #26094,22705 CLARKSBURG RD,CLARKSBURG,2023-03-16,Monitoring,110,20,130,130,100,A
768,DOMINO'S PIZZA #6067,15530-A OLD COLUMBIA PK.,BURTONSVILLE,2023-02-13,Comprehensive,110,20,130,130,100,A
348,JOANN LELECK ELEMENTARY AT BROAD ACRES,710 BEACON RD.,SILVER SPRING,2022-12-01,Monitoring,110,20,130,130,100,A
27890,DOLLAR STORE PLUS,11160 VEIRS MILL RD,SILVER SPRING,2023-05-16,Environmental,110,20,130,130,100,A
51548,SOLE D'ITALIA RESTAURANT,14324 LAYHILL RD.,SILVER SPRING,2023-02-10,Plans Approved,110,20,130,130,100,A
24259,KFC-KO-71135,7720 BLAIR RD,SILVER SPRING,2022-11-01,Monitoring,110,20,130,130,100,A
53815,SIU'S ASIAN BISTRO,12271 TECH ROAD,SILVER SPRING,2023-06-06,Change of Ownership - Environmental,110,20,130,130,100,A
30009,SWEET FROG,891 F ROCKVILLE PIKE,ROCKVILLE,2022-10-06,Monitoring w/Complaint Investigation,110,20,130,130,100,A
39639,FUJI,12058 CHERRY HILL RD,SILVER SPRING,2023-01-23,NA,110,20,130,130,100,A
52696,WALIMART HALAL MARKET,2539 ENNALLS AVE,SILVER SPRING,2023-03-07,Pre-Opening - Environmental,110,20,130,130,100,A
831,EASTERN CARRY OUT,10205 NEW HAMPSHIRE AVE.,SILVER SPRING,2023-03-17,Comprehensive,110,20,130,130,100,A
2108,ROCKVILLE GOURMET HALAL MEAT & SEAFOOD,1331-C ROCKVILLE PK.,ROCKVILLE,2023-04-04,Monitoring,110,20,130,130,100,A
33411,TIS CORNER CAFE,1317-C EAST WEST HWY,SILVER SPRING,2023-05-16,Monitoring,110,20,130,130,100,A
36971,GURU GROCERIES & CHAT HOUSE,7817 OLD GEORGETOWN RD,BETHESDA,2023-01-11,Monitoring,110,20,130,130,100,A
2555,TWINBROOK ELEMENTARY,5911 RIDGEWAY AVE.,ROCKVILLE,2023-03-20,Monitoring,110,20,130,130,100,A
29960,7-ELEVEN #37715A,11421 ROCKVILLE PIKE,ROCKVILLE,2022-10-06,Comprehensive,110,20,130,130,100,A
38433,SHORI SERVICES,9011 GAIHTER RD,GAITHERSBURG,2023-01-19,Change of Ownership - Environmental,110,20,130,130,100,A
17371,POTBELLY #013,199  MONTGOMERY AVE.,ROCKVILLE,2022-12-28,Monitoring,110,20,130,130,100,A
2745,"BED, BATH & BEYOND #33",1519 ROCKVILLE PK.,ROCKVILLE,2023-06-08,Comprehensive,110,20,130,130,100,A
2103,ROCK CREEK VALLEY ELEMENTARY,5121 RUSSETT RD.,ROCKVILLE,2022-12-21,Comprehensive,110,20,130,130,100,A
28807,STARBUCKS @ SAFEWAY #2797,3333 SPARTAN RD,OLNEY,2023-06-09,Monitoring,110,20,130,130,100,A
38443,GAITHERSBURG HELP PANTRY,301 MUDDY BRANCH RD,GAITHERSBURG,2023-05-03,Comprehensive,110,20,130,130,100,A
33428,BEDFORD COURT,3701 INTERNATIONAL DR,SILVER SPRING,2023-01-27,Comprehensive,110,20,130,130,100,A
46863,DOLLAR CITY & MORE,8503 PINEY BRANCH RD.,SILVER SPRING,2023-02-16,Comprehensive,110,20,130,130,100,A
23529,FARMLAND ELEMENTARY SCHOOL,7000 OLD GATE RD.,ROCKVILLE,2023-03-29,Monitoring,110,20,130,130,100,A
18339,SHOMRAI EMUNAH,1132 ARCOLA AVE.,SILVER SPRING,2022-12-01,Monitoring,110,20,130,130,100,A
17346,SOMERSET POOL SNACK BAR,5545 WARWICK PL.,CHEVY CHASE,2023-06-28,Comprehensive,110,20,130,130,100,A
28235,NATIONAL INSTITUTE OF HEALTH,5601 FISHERS LANE,ROCKVILLE,2023-05-16,Environmental,110,20,130,130,100,A
28741,MOD PIZZA,909 ELLSWORTH DR,SILVER SPRING,2022-11-30,Comprehensive,110,20,130,130,100,A
11509,LANGANO ETHIOPIAN RESTAURANT BAR AND CAF�,8305 GEORGIA AVE.,SILVER SPRING,2023-03-22,Monitoring,110,20,130,130,100,A
45582,SYDNEY'S BURGER,11160 VIERS MILLS RD,SILVER SPRING,2022-10-24,Reinspection,110,20,130,130,100,A
50300,BENTO SUSHI,7750 WISCONSIN AVE,BETHESDA,2023-03-15,Monitoring,110,20,130,130,100,A
22496,PANERA BREAD #3771,18141 TOWN CENTER DR.,OLNEY,2023-02-23,Monitoring w/Complaint Investigation,110,25,135,135,100,A
43437,LEDO PIZZA,1319-H ROCKVILLE PIKE,ROCKVILLE,2022-11-10,Monitoring,110,20,130,130,100,A
52683,RAKUGAKI,10223 OLD GEORGETOWN RD,BETHESDA,2023-02-16,Reinspection,110,25,135,135,100,A
30114,GRILL KABOB,11160 VEIRS MILL RD,SILVER SPRING,2023-04-13,Reinspection,110,20,130,130,100,A
24120,CHEESESTEAK MIKE'S,10222 NEW HAMPSHIRE AVE,SILVER SPRING,2023-05-09,Reinspection,110,20,130,130,100,A
38315,ALDI #72,9440 GEORGIA AVE,SILVER SPRING,2023-02-14,Food Complaint,110,20,130,130,100,A
38381,HISSHO SUSHI @ GIANT #0132,10400 OLD GEORGETOWN ROAD,BETHESDA,2023-01-17,Comprehensive,110,20,130,130,100,A
1992,POPEYES,18074 MATENY RD,GERMANTOWN,2023-02-23,Monitoring,110,20,130,130,100,A
11615,BETHESDA-CHEVY CHASE HIGH SCHOOL,4301 EAST-WEST HIGHWAY,BETHESDA,2022-10-18,Comprehensive,110,20,130,130,100,A
27960,HOMEWOOD SUITES GAITHERSBURG,805 RUSSELL AVE,GAITHERSBURG,2023-06-23,Monitoring,110,20,130,130,100,A
41198,PEAK HEALTHCARE AT SLIGO CREEK,7525 CARROLL AVE,TAKOMA PARK,2023-01-19,Comprehensive,110,20,130,130,100,A
18445,BELTWAY SHELL,9510 GEORGIA AVE.,SILVER SPRING,2022-12-13,Comprehensive,110,20,130,130,100,A
29244,POTBELLY SANWICH SHOP #420,12273 TECH RD,SILVER SPRING,2023-01-11,Comprehensive,110,20,130,130,100,A
2050,RAPHAEL HOUSE,1515 DUNSTER RD.,ROCKVILLE,2023-06-12,Comprehensive,110,20,130,130,100,A
46837,MONTGOMERY VILLAGE CARE CENTER,19301 WATKINS MILL RD.,MONTGOMERY VILLAGE,2023-06-22,Monitoring,110,20,130,130,100,A
28975,HARRIS TEETER #404,4805 BATTERY LANE,BETHESDA,2022-12-05,Monitoring w/Complaint Investigation,110,20,130,130,100,A
20323,NAVA THAI,11301 FERN ST,SILVER SPRING,2022-12-10,Re-inspection Billable,110,20,130,130,100,A
2803,MEDITERRANEAN HOUSE OF KABOB,11616 ROCKVILLE PK.,ROCKVILLE,2022-10-05,Reinspection,110,20,130,130,100,A
17420,CHIPOTLE MEXICAN GRILL #0278,4471 WILLARD AVE.,CHEVY CHASE,2022-12-14,Monitoring,110,20,130,130,100,A
30020,CVS/PHARMACY #10321,2 ASHTON RD,ASHTON,2022-10-14,Comprehensive,110,20,130,130,100,A
43381,EGE MARKET,4923 ST ELMO AVE,BETHESDA,2023-03-09,Other,110,20,130,130,100,A
32900,EL SALVADORENO GROCERY,441 S FREDERICK AVE,GAITHERSBURG,2022-12-12,Reinspection,110,20,130,130,100,A
27352,HIGH POINT CATERING,23730 FREDERICK RD,CLARKSBURG,2022-11-29,Monitoring,110,20,130,130,100,A
50373,ZAIQA BBQ & KARAHI,12945 WISTERIA DR,GERMANTOWN,2022-11-04,Reinspection,110,20,130,130,100,A
24259,KFC-KO-71135,7720 BLAIR RD,SILVER SPRING,2023-02-23,Monitoring,110,20,130,130,100,A
28702,GOLF RESTAURANT & LOUNGE,8123 GEORGIA AVE,SILVER SPRING,2023-04-18,Comprehensive,110,20,130,130,100,A
39527,MISSION BBQ GERMANTOWN,19800 CENTURY BLVD,GERMANTOWN,2023-01-23,Monitoring,110,20,130,130,100,A
22143,CAVA MEZZE GRILL - BETHESDA,4832 BETHESDA AVE.,BETHESDA,2023-03-28,Comprehensive,110,20,130,130,100,A
19291,RICE PADDIES GRILL,4706 BETHESDA AVE,BETHESDA,2023-05-31,Visit/No Action,110,20,130,130,100,A
43437,LEDO PIZZA,1319-H ROCKVILLE PIKE,ROCKVILLE,2023-04-12,Comprehensive,110,20,130,130,100,A
23851,EAST PEARL RESTAURANT,838-B ROCKVILLE PIKE,ROCKVILLE,2022-11-30,Food Complaint,110,20,130,130,100,A
19505,KABOB N KARAHI,15521 NEW HAMPSHIRE AVE,SILVER SPRING,2023-02-02,Monitoring,110,20,130,130,100,A
36886,MICHAEL'S STORE # 1250,8661 COLESVILLE RD,SILVER SPRING,2023-03-30,Comprehensive,110,20,130,130,100,A
21231,SIRIWAN THAI RESTAURANT,736 CLOVERLY ST.,SILVER SPRING,2023-02-17,Re-inspection Billable,110,20,130,130,100,A
33418,BUNS N RICE,10509 METROPOLITAN AVE,KENSINGTON,2023-01-27,Comprehensive,110,20,130,130,100,A
17821,BLESSED BASKETS,20 KEYSTONE DR.,GAITHERSBURG,2023-02-28,Comprehensive,110,20,130,130,100,A
18694,FARM MARKET/STONYMAN GOURMET FARMER,7155 WISCONSIN AVE.,BETHESDA,2023-04-21,Monitoring,110,20,130,130,100,A
22143,CAVA MEZZE GRILL - BETHESDA,4832 BETHESDA AVE.,BETHESDA,2023-03-29,Plans Approved,110,20,130,130,100,A
658,CRISFIELD SEAFOOD RESTAURANT,8012 GEORGIA AVE.,SILVER SPRING,2023-01-04,Comprehensive,110,20,130,130,100,A
27696,JO-ANN #2382,11160 VEIRS MILL RD #180,SILVER SPRING,2023-05-15,Environmental,110,20,130,130,100,A
53856,JAPONG BAKERY,"765 ROCKVILLE PIKE, STE A& B",ROCKVILLE,2023-07-03,Pre-Opening - Environmental,110,20,130,130,100,A
17094,STARBUCKS COFFEE #07619,10103 COLESVILLE RD.,SILVER SPRING,2023-04-07,Food Complaint,110,20,130,130,100,A
28819,COMMUNITY EXXON,9336 GEORGIA AVE,SILVER SPRING,2023-03-15,Comprehensive,110,20,130,130,100,A
18490,SPAID'S SUNOCO SERVICE,11249 VEIRS MILL RD.,WHEATON,2023-03-06,Comprehensive,110,20,130,130,100,A
36841,SPRINKLES,10148 RIVER RD.,POTOMAC,2023-01-09,Comprehensive,110,20,130,130,100,A
30094,HALPINE BEER WINE AND DELI,1701-B8 ROCKVILLE PIKE,ROCKVILLE,2023-07-05,Monitoring,110,20,130,130,100,A
52650,COOKWITHNK,7845 AIRPARK RD,GAITHERSBURG,2023-02-16,Pre-Opening - Environmental,110,20,130,130,100,A
19458,"LUTHERAN CHURCH ST. ANDREW, THE",15300 NEW HAMPSHIRE AVE.,SILVER SPRING,2022-11-03,Comprehensive,110,20,130,130,100,A
36937,HOT POT CITY,199 E. MONTGOMERY AVE,ROCKVILLE,2022-11-14,Comprehensive,110,20,130,130,100,A
22279,JETTIES,4829 FAIRMONT AVE,BETHESDA,2023-03-02,Comprehensive,110,20,130,130,100,A
28723,PHO AN GRILL,13854 GEORGIA AVE,SILVER SPRING,2022-11-09,Comprehensive,110,20,130,130,100,A
30775,SIN & GRIN,353 MAIN ST,GAITHERSBURG,2022-12-21,Monitoring,110,20,130,130,100,A
2002,POTOMAC PIZZA,9812 FALLS RD.,POTOMAC,2023-05-03,Monitoring,110,20,130,130,100,A
649,SILVER SPRING COURTYARD BY MARRIOTT,12521 PROSPERITY DR.,SILVER SPRING,2023-03-21,Monitoring,110,20,130,130,100,A
37109,WESTSIDE WINE CELLAR & BEER,8010 GRAMERCY BLVD,DERWOOD,2022-12-22,Comprehensive,110,20,130,130,100,A
22196,LOTUS CAFE,8077 GEORGIA AVE.,SILVER SPRING,2023-02-02,Monitoring,110,20,130,130,100,A
24230,ROY ROGERS,15662 OLD COLUMBIA PIKE,BURTONSVILLE,2023-04-28,Monitoring,110,20,130,130,100,A
18988,COLUMBIA ROAD EXXON,12601 OLD COLUMBIA PIKE,SILVER SPRING,2023-01-26,Comprehensive,110,20,130,130,100,A
28283,DENIZENS BREWING COMPANY,1115 EAST WEST HWY,SILVER SPRING,2023-03-23,Monitoring,110,20,130,130,100,A
26607,CENTRONIA,1345 UNIVERSITY BLVD E,TAKOMA PARK,2022-10-18,Re-inspection Billable,110,20,130,130,100,A
28311,CHIPOTLE MEXICAN GRILL #2388,7101 DEMOCRACY BLVD,BETHESDA,2023-05-26,Monitoring w/Complaint Investigation,110,20,130,130,100,A
11586,BURGER KING #13488,12265 VEIRS MILL RD.,SILVER SPRING,2023-02-23,NA,110,20,130,130,100,A
52601,ROBEKS JUICE,1403 RESEARCH BLVD,ROCKVILLE,2023-02-21,Change of Ownership - Environmental,110,20,130,130,100,A
27602,EN BISTRO AND SUSHI,9945 FALLS RD,POTOMAC,2023-02-09,Other,110,20,130,130,100,A
39779,BARNES & NOBLE BOOKSELLERS #3321,1603 ROCKVILLE PIKE,ROCKVILLE,2022-12-29,Comprehensive,110,20,130,130,100,A
46780,JOJO'S RESTAURANT,16004 SHADY GROVE RD,GAITHERSBURG,2022-12-22,Monitoring,110,20,130,130,100,A
22158,TAJ CATERERS,12101 NEBEL ST.,ROCKVILLE,2023-01-05,Comprehensive,110,20,130,130,100,A
52600,ISAAC'S POULTRY MARKET,12163 DARNESTOWN RD,GAITHERSBURG,2023-02-15,Pre-Opening - Environmental,110,20,130,130,100,A
11341,LATIN GRILL & ROTISSERIE,9224 WARREN ST.,SILVER SPRING,2023-03-13,Monitoring,110,20,130,130,100,A
2089,RITCHIE PARK ELEMENTARY,1514 DUNSTER RD.,ROCKVILLE,2022-10-20,Comprehensive,110,20,130,130,100,A
30671,POLKA DELI,13438 NEW HAMPSHIRE AVE,SILVER SPRING,2023-04-14,Monitoring,110,20,130,130,100,A
35718,WASHINGTON EPISCOPAL DAY SCHOOL,5600 LITTLE FALLS PKWY,BETHESDA,2022-10-13,Monitoring,110,20,130,130,100,A
35745,LENOX PARK BEER AND WINE GOURMET MARKET,8395 COLESVILLE RD,SILVER SPRING,2023-01-26,Comprehensive,110,20,130,130,100,A
2520,TILDEN MIDDLE SCHOOL,6300 TILDEN LANE,ROCKVILLE,2022-10-21,Comprehensive,110,20,130,130,100,A
19498,DON POLLO OF BETHESDA,7007-7009 WISCONSIN AVE.,CHEVY CHASE,2023-02-01,Monitoring,110,20,130,130,100,A
27536,PANERA BREAD #3777,20680 SENECA MEADOWS PKWY,GERMANTOWN,2023-01-19,Monitoring,110,20,130,130,100,A
2350,STARBUCKS COFFEE #07347,7911 TUCKERMAN LN.,POTOMAC,2023-02-01,Monitoring,110,20,130,130,100,A
21258,WHOLE FOODS MARKET #10235,11355 WOODGLEN DR.,ROCKVILLE,2022-11-18,Food Complaint,110,20,130,130,100,A
28611,GIANT FOOD #0152 (GAS KIOSK),13455 NEW HAMPSHIRE AVE,SILVER SPRING,2023-07-12,Comprehensive,110,20,130,130,100,A
34528,TOP GOLF,20101 CENTURY BLVD,GERMANTOWN,2023-03-13,Monitoring,110,20,130,130,100,A
53831,LAWSON STREET GROUP,8367 SNOUFFER SCHOOL RD,GERMANTOWN,2023-05-15,Pre-Opening - Environmental,110,20,130,130,100,A
22201,CHIPOTLE MEXICAN GRILL #1334,19881 CENTURY BLVD,GERMANTOWN,2022-10-17,Comprehensive,110,20,130,130,100,A
51534,SUSHI LEGEND CAJUN SEAFOOD & BAR,19961 CENTURY BLVD,GERMANTOWN,2022-12-12,Re-inspection Billable,110,20,130,130,100,A
47005,GHAR-E-KABOB,944 WAYNE AVE.,SILVER SPRING,2022-12-19,Plans Approved,110,20,130,130,100,A
605,COLUMBIA COUNTRY CLUB MAIN KITCHEN,7900 CONNECTICUT AVE.,CHEVY CHASE,2023-07-11,Comprehensive,110,20,130,130,100,A
38499,BREWS & BARRELS BAR & GRILL,625 CENTER POINT WAY,GAITHERSBURG,2023-03-07,Reinspection,110,20,130,130,100,A
18909,FAIRLAND CONVENIENCE MARKET,13318 OLD COLUMBIA PIKE,SILVER SPRING,2022-12-19,Food Complaint,110,20,130,130,100,A
36808,KUKS TRIBUTE CUISINE,7845-D AIRPARK RD,GAITHERSBURG,2022-12-05,Monitoring,110,20,130,130,100,A
28149,SUMMER HOUSE SANTA MONICA / STELLA BARRA PIZZERIA,11825 GRAND PARK AVE,ROCKVILLE,2022-11-13,Fire Call,110,20,130,130,100,A
43318,CHUCK E. CHEESE'S,5270 RANDOLPH RD,ROCKVILLE,2023-03-09,Comprehensive,110,20,130,130,100,A
51445,SWEET PEA FARM,310 TULIP AVE,TAKOMA PARK,2022-10-20,Pre-Opening - Environmental,110,20,130,130,100,A
1790,OAK VIEW ELEMENTARY,400 E. WAYNE AVE.,SILVER SPRING,2022-11-16,Comprehensive,110,20,130,130,100,A
1351,KEFA CAFE,963 BONIFANT ST.,SILVER SPRING,2023-03-21,Monitoring,110,20,130,130,100,A
48229,LARMAX HOMES,2341 DISTRIBUTION CIR,SILVER SPRING,2023-03-13,Monitoring,110,20,130,130,100,A
46838,AMORE EATS,1900 ROCKVILLE PIKE,ROCKVILLE,2023-03-17,Comprehensive,110,20,130,130,100,A
52608,INREACH - KAISER- ROCKVILLE,6111 EXECUTIVE BLVD.,ROCKVILLE,2023-01-18,Change of Ownership - Environmental,110,20,130,130,100,A
38375,HISSHO SUSHI @ GIANT #0125,12051 ROCKVILLE PK.,ROCKVILLE,2023-01-04,Comprehensive,110,20,130,130,100,A
29558,EMILY'S KITCHEN,11200 ROCKVILLE PIKE,ROCKVILLE,2022-12-02,Comprehensive,110,20,130,130,100,A
46749,KOOK KAI'S THAI NOODLES,939 BONIFANT ST,SILVER SPRING,2023-02-02,Reinspection,110,20,130,130,100,A
17943,STARBUCKS COFFEE #02986,7690 NEW HAMPSHIRE AVE.,TAKOMA PARK,2023-06-07,Comprehensive,110,20,130,130,100,A
20365,HAAGEN-DAZS ICE CREAM,7101 DEMOCRACY BLVD.,BETHESDA,2023-04-20,Monitoring,110,20,130,130,100,A
45658,SUBWAY #20574,11211 NEW HAMPSHIRE AVE.,SILVER SPRING,2023-02-17,NA,110,20,130,130,100,A
18698,MANNY & OLGA'S PIZZA,8118 WOODMONT AVE.,BETHESDA,2023-04-25,Comprehensive,110,20,130,130,100,A
28952,AFRICAN PALACE,117 N. FREDERICK AVE,GAITHERSBURG,2022-12-12,Comprehensive,110,20,130,130,100,A
41194,KUNG FU TEA,8661 COLESVILLE RD #B-159,SILVER SPRING,2022-10-05,Comprehensive,110,20,130,130,100,A
20213,CLARKSBURG HS CONCESSION STAND,22500 WIMS RD,CLARKSBURG,2023-04-13,Environmental,110,20,130,130,100,A
48241,MACONDO,811 RUSSELL AVE,GAITHERSBURG,2023-04-10,Comprehensive,110,20,130,130,100,A
30241,SPENCER GIFTS STORE #00035,"701 RUSSELL AVE , STE D",GAITHERSBURG,2022-12-14,NA,110,20,130,130,100,A
26862,FIREHOUSE DELI,6 MONTGOMERY VILLAGE AVE,GAITHERSBURG,2023-04-10,Comprehensive,110,20,130,130,100,A
18228,PAPA JOHN'S PIZZA #3051,11638 ROCKVILLE PIKE,ROCKVILLE,2022-10-05,Comprehensive,110,20,130,130,100,A
2610,WARREN STREET DELI,9226 WARREN ST.,SILVER SPRING,2022-10-10,Comprehensive,110,20,130,130,100,A
743,DICKERSON MARKET,22145 DICKERSON RD.,DICKERSON,2023-03-02,Comprehensive,110,20,130,130,100,A
48188,DYNAMIC SCULPT SMOOTHIE BAR,11010 VEIRS MILL RD,SILVER SPRING,2023-04-20,Pre-Opening - Environmental,110,20,130,130,100,A
27868,QUINCY'S SOUTH BAR AND GRILLE,11401 WOODGLEN DR,ROCKVILLE,2023-02-13,Comprehensive,110,20,130,130,100,A
33013,OLD TAKOMA ACE HARDWARE,7001 CARROLL AVE,TAKOMA PARK,2022-10-27,Comprehensive,110,20,130,130,100,A
17807,7-ELEVEN #22053,11445 AMHERST AVE.,WHEATON,2023-05-18,Reinspection,110,20,130,130,100,A
22376,ZEMEN MARKET,7605 MAPLE AVE,TAKOMA PARK,2023-07-19,Comprehensive,110,20,130,130,100,A
39974,CMS CHICKEN ROCKVILLE,765 ROCKVILLE PIKE SUITE E,ROCKVILLE,2023-04-26,Monitoring,110,20,130,130,100,A
28371,HEBREW HOME OF GW - SMITH-KOGOD,6105 MONTROSE RD,ROCKVILLE,2022-12-19,Monitoring,110,20,130,130,100,A
46876,LADUREE- PUSH CART,7101 DEMOCRACY BLVD,BETHESDA,2023-02-06,Other,110,20,130,130,100,A
53724,KAMBOUA ENTERPRISE LLC,11910 PARKLAWN DR,ROCKVILLE,2023-03-21,Comprehensive,110,20,130,130,100,A
38505,CHICK-FIL-A KENTLANDS SQUARE,104 MAIN ST,GAITHERSBURG,2022-12-22,Monitoring,110,20,130,130,100,A
50285,HANGRY JOE'S HOT CHICKEN,10050 DARNESTOWN RD,ROCKVILLE,2023-07-11,Reinspection,110,20,130,130,100,A
22588,TAKOMA ACADEMY PREPARATORY SCHOOL,8300 CARROLL AVE.,TAKOMA PARK,2023-06-05,Monitoring,110,20,130,130,100,A
18148,MID ATLANTIC SEAFOOD,6500 NEW HAMPSHIRE AVE.,TAKOMA PARK,2023-04-13,Monitoring,110,20,130,130,100,A
18951,BRUSTER'S REAL ICE CREAM,18519 N. FREDERICK AVE.,GAITHERSBURG,2023-03-27,Comprehensive,110,20,130,130,100,A
46908,EVEN HOTEL,1775 ROCKVILLE PK,ROCKVILLE,2022-11-10,Monitoring,110,20,130,130,100,A
29994,SOUTH VALLEY PARK CONCESSION STAND,19003 WATKINS MILL RD,MONTGOMERY VILLAGE,2023-05-11,Environmental,110,20,130,130,100,A
100,AMERICAN LEGION  #086,2013 VEIRS MILL RD.,ROCKVILLE,2022-12-28,Comprehensive,110,20,130,130,100,A
33415,FOREST GLEN BP,2601 FOREST GLEN RD,SILVER SPRING,2023-02-21,Comprehensive,110,20,130,130,100,A
2494,TGI FRIDAY'S #225,12147 ROCKVILLE PK.,ROCKVILLE,2022-10-24,Comprehensive,110,20,130,130,100,A
33139,BEILER'S BAKERY & DOUGHNUTS,12613 WISTERIA DR,GERMANTOWN,2022-10-07,Comprehensive,110,20,130,130,100,A
29183,SPROUT CAFE,4340 EAST WEST HWY #102,BETHESDA,2023-02-28,Monitoring,110,20,130,130,100,A
37294,REGGAE VIBES,7821 EASTERN AVE,SILVER SPRING,2023-02-02,Comprehensive,110,20,130,130,100,A
17860,PANERA BREAD #3578,498 N. FREDERICK AVE,GAITHERSBURG,2023-01-05,Comprehensive,110,20,130,130,100,A
50368,FLIP'D,8537 GEORGIA AVE,SILVER SPRING,2023-06-22,Other,110,20,130,130,100,A
51470,TROPICAL SMOOTHIE CAFE,11620 ROCKVILLE PIKE,ROCKVILLE,2022-11-03,Change of Ownership - Environmental,110,20,130,130,100,A
11387,NORWOOD SCHOOL,8821 RIVER RD.,BETHESDA,2023-05-02,Monitoring,110,20,130,130,100,A
28777,CLOVERLY AUTO CARE,15501 NEW HAMPSHIRE AVE,SILVER SPRING,2022-10-12,Comprehensive,110,20,130,130,100,A
30754,RESEARCH DELI,1700 RESEARCH BLVD,ROCKVILLE,2023-02-17,Visit/No Action,110,20,130,130,100,A
32950,RAINBOW SUSHI,18076 MATENY RD,GERMANTOWN,2023-01-06,Monitoring,110,20,130,130,100,A
23620,SUSHI MARU EXPRESS,10323 OLD GEORGETOWN RD,BETHESDA,2023-02-09,Comprehensive,110,20,130,130,100,A
45702,SELAM ETHIO MARKET,14436 LAYHILL RD,SILVER SPRING,2023-01-18,Reinspection,110,20,130,130,100,A
53737,GOLDEN PEARL,700 HUNGERFORD DR,ROCKVILLE,2023-03-29,Change of Ownership - Environmental,110,20,130,130,100,A
837,EINSTEIN BROS. BAGELS #1910,531 QUINCE ORCHARD RD,GAITHERSBURG,2023-02-03,Visit/No Action,110,20,130,130,100,A
22372,WALGREENS #11140,1329 UNIVERSITY BLVD.,TAKOMA PARK,2022-12-19,Comprehensive,110,20,130,130,100,A
1396,KOREAN KORNER,12207 VEIRS MILL RD.,WHEATON,2022-10-11,Food Complaint,110,20,130,130,100,A
39639,FUJI,12058 CHERRY HILL RD,SILVER SPRING,2023-01-23,Comprehensive,110,20,130,130,100,A
19058,DAMASCUS LIBERTY,26241 RIDGE RD.,DAMASCUS,2022-12-09,Comprehensive,110,20,130,130,100,A
2342,STAINED GLASS PUB,12510 LAYHILL RD.,SILVER SPRING,2023-02-24,Monitoring,110,20,130,130,100,A
38386,VIOLETA GLUTEN FREE,8218 WISCONSIN AVE SUITE 101,BETHESDA,2023-05-18,Monitoring,110,20,130,130,100,A
